"Day";"Month";"plot";"subplot";"Group";"vis";"Plant";"individuals";"seed";"fruit";"visits";"flowers";"x_coor2";"y_coor2";"neigh_inter.plot";"neigh_intra.plot";"neigh_intra.3m";"neigh_inter.3m";"neigh_inter.1m";"neigh_intra.1m";"neigh_inter.7.5";"neigh_intra.7.5";"flowers2";"unique_id"
1;6;1;"B2";"Beetle";10;"LEMA";39;80,5;32;10;8;2;2;867;1869;379;234;18;39;0;2;8;"1_B2_LEMA_Beetle"
1;6;1;"B4";"Beetle";12;"LEMA";63;65;38;12;7;2;5;867;1869;378;126;20;63;0;3;7;"1_B4_LEMA_Beetle"
1;6;1;"B5";"Beetle";9;"LEMA";43;69,3333333333333;18;9;3;2;6,5;867;1869;393;130;8;43;0;3;3;"1_B5_LEMA_Beetle"
1;6;1;"C2";"Beetle";8;"LEMA";32;89,5;43;8;8;3,5;2;867;1869;465;108;40;32;0;0;8;"1_C2_LEMA_Beetle"
1;6;1;"C3";"Beetle";6;"LEMA";51;58;14;6;11;3,5;3,5;867;1869;431;132;12;51;0;3;11;"1_C3_LEMA_Beetle"
1;6;1;"C4";"Beetle";5;"LEMA";64;59;4;5;5;3,5;5;867;1869;475;101;10;64;0;3;5;"1_C4_LEMA_Beetle"
1;6;1;"C5";"Beetle";1;"LEMA";80;67;23;1;11;3,5;6,5;867;1869;441;104;15;80;1;2;11;"1_C5_LEMA_Beetle"
1;6;1;"D2";"Beetle";9;"LEMA";57;75;12;9;13;5;2;867;1869;466;143;15;57;0;0;13;"1_D2_LEMA_Beetle"
1;6;1;"D3";"Beetle";5;"LEMA";76;62;4;5;14;5;3,5;867;1869;401;134;12;76;0;3;14;"1_D3_LEMA_Beetle"
1;6;1;"D4";"Beetle";12;"LEMA";45;66,5;13;12;20;5;5;867;1869;499;127;5;45;1;2;20;"1_D4_LEMA_Beetle"
1;6;1;"D5";"Beetle";9;"LEMA";62;65;19;9;17;5;6,5;867;1869;496;145;17;62;1;3;17;"1_D5_LEMA_Beetle"
1;6;1;"E2";"Beetle";10;"LEMA";57;76,5;13;10;7;6,5;2;867;1869;420;265;13;57;1;2;7;"1_E2_LEMA_Beetle"
1;6;1;"E3";"Beetle";7;"LEMA";46;51,5;17;7;12;6,5;3,5;867;1869;431;186;16;46;2;2;12;"1_E3_LEMA_Beetle"
1;6;1;"E3";"Fly";2;"LEMA";46;51,5;17;2;12;6,5;3,5;867;1869;431;186;16;46;2;2;12;"1_E3_LEMA_Fly"
1;6;1;"E4";"Beetle";5;"LEMA";49;67;20;5;14;6,5;5;867;1869;465;157;23;49;5;0;14;"1_E4_LEMA_Beetle"
1;6;1;"E5";"Beetle";3;"LEMA";71;59;12;3;13;6,5;6,5;867;1869;467;177;22;71;1;3;13;"1_E5_LEMA_Beetle"
1;6;1;"E5";"Fly";3;"LEMA";71;59;12;3;13;6,5;6,5;867;1869;467;177;22;71;1;3;13;"1_E5_LEMA_Fly"
1;6;2;"B2";"Beetle";8;"LEMA";74;54;8;8;20;35;28;1545;2831;529;372;25;74;0;6;20;"2_B2_LEMA_Beetle"
1;6;2;"B2";"Fly";1;"CETE";7;111;16;1;15;35;28;3927;449;93;808;92;7;3;4;15;"2_B2_CETE_Fly"
1;6;2;"B2";"Fly";5;"LEMA";74;54;8;5;20;35;28;1545;2831;529;372;25;74;0;6;20;"2_B2_LEMA_Fly"
1;6;2;"B3";"Beetle";10;"LEMA";65;73;6;10;17;35;29,5;1545;2831;647;335;41;65;6;0;17;"2_B3_LEMA_Beetle"
1;6;2;"B4";"Beetle";15;"LEMA";93;50,3333333333333;18;15;20;35;31;1545;2831;709;344;30;93;8;1;20;"2_B4_LEMA_Beetle"
1;6;2;"B5";"Beetle";12;"LEMA";80;63;3;12;9;35;32,5;1545;2831;794;372;46;80;0;2;9;"2_B5_LEMA_Beetle"
1;6;2;"C2";"Beetle";4;"LEMA";55;80;19;4;13;36,5;28;1545;2831;527;292;61;55;7;1;13;"2_C2_LEMA_Beetle"
1;6;2;"C3";"Beetle";5;"LEMA";50;105,5;4;5;17;36,5;29,5;1545;2831;554;311;30;50;0;2;17;"2_C3_LEMA_Beetle"
1;6;2;"C4";"Beetle";4;"LEMA";114;40;10;4;18;36,5;31;1545;2831;566;284;46;114;10;1;18;"2_C4_LEMA_Beetle"
1;6;2;"C5";"Beetle";6;"LEMA";125;111;6;6;7;36,5;32,5;1545;2831;643;419;37;125;1;2;7;"2_C5_LEMA_Beetle"
1;6;2;"D2";"Beetle";6;"LEMA";53;48;9;6;0;38;28;1545;2831;501;298;56;53;1;2;0;"2_D2_LEMA_Beetle"
1;6;2;"D3";"Beetle";4;"LEMA";47;32;12;4;0;38;29,5;1545;2831;509;303;30;47;0;5;0;"2_D3_LEMA_Beetle"
1;6;2;"D4";"Beetle";4;"LEMA";53;29;6;4;0;38;31;1545;2831;553;293;22;53;3;5;0;"2_D4_LEMA_Beetle"
1;6;2;"D5";"Beetle";4;"LEMA";53;57;10;4;0;38;32,5;1545;2831;668;441;48;53;4;4;0;"2_D5_LEMA_Beetle"
1;6;2;"E2";"Beetle";8;"LEMA";61;110;14;8;0;39,5;28;1545;2831;542;247;18;61;1;0;0;"2_E2_LEMA_Beetle"
1;6;2;"E3";"Beetle";6;"LEMA";46;155;6;6;0;39,5;29,5;1545;2831;494;218;37;46;1;1;0;"2_E3_LEMA_Beetle"
1;6;2;"E4";"Beetle";8;"LEMA";77;18;13;8;0;39,5;31;1545;2831;545;275;33;77;11;0;0;"2_E4_LEMA_Beetle"
1;6;2;"E5";"Beetle";6;"LEMA";41;45,5;14;6;0;39,5;32,5;1545;2831;710;433;32;41;8;0;0;"2_E5_LEMA_Beetle"
1;6;3;"B2";"Beetle";2;"LEMA";8;58;3;2;6;80;56;5887;887;82;1481;195;8;9;1;6;"3_B2_LEMA_Beetle"
1;6;3;"B3";"Beetle";2;"LEMA";10;52,5;14;2;2;80;57,5;5887;887;122;1452;148;10;3;0;2;"3_B3_LEMA_Beetle"
1;6;3;"B5";"Beetle";2;"LEMA";28;59,3333333333333;5;2;3;80;60,5;5887;887;206;1257;221;28;9;0;3;"3_B5_LEMA_Beetle"
1;6;3;"C2";"Beetle";3;"LEMA";14;53;2;3;NA;81,5;56;5887;887;67;1473;145;14;5;1;0;"3_C2_LEMA_Beetle"
1;6;3;"C3";"Beetle";5;"LEMA";11;42;15;5;NA;81,5;57,5;5887;887;102;1530;107;11;3;0;0;"3_C3_LEMA_Beetle"
1;6;3;"C4";"Beetle";5;"LEMA";10;40;1;5;NA;81,5;59;5887;887;176;1280;232;10;8;0;0;"3_C4_LEMA_Beetle"
1;6;3;"C5";"Beetle";1;"LEMA";39;58;10;1;NA;81,5;60,5;5887;887;235;1408;99;39;4;1;0;"3_C5_LEMA_Beetle"
1;6;3;"D2";"Beetle";3;"LEMA";8;58;18;3;6;83;56;5887;887;90;1429;201;8;1;0;6;"3_D2_LEMA_Beetle"
1;6;3;"D3";"Beetle";4;"LEMA";10;58;6,5;4;3;83;57,5;5887;887;139;1418;225;10;7;0;3;"3_D3_LEMA_Beetle"
1;6;3;"D5";"Beetle";2;"LEMA";36;35;4;2;13;83;60,5;5887;887;293;1273;96;36;4;2;13;"3_D5_LEMA_Beetle"
1;6;3;"D5";"Fly";2;"LEMA";36;35;4;2;13;83;60,5;5887;887;293;1273;96;36;4;2;13;"3_D5_LEMA_Fly"
1;6;3;"E2";"Beetle";4;"LEMA";9;58;2;4;14;84,5;56;5887;887;118;1427;217;9;1;0;14;"3_E2_LEMA_Beetle"
1;6;3;"E2";"Fly";1;"LEMA";9;58;2;1;14;84,5;56;5887;887;118;1427;217;9;1;0;14;"3_E2_LEMA_Fly"
1;6;3;"E3";"Beetle";2;"LEMA";26;46;16;2;23;84,5;57,5;5887;887;196;1379;155;26;0;1;23;"3_E3_LEMA_Beetle"
1;6;3;"E3";"Fly";1;"LEMA";26;46;16;1;23;84,5;57,5;5887;887;196;1379;155;26;0;1;23;"3_E3_LEMA_Fly"
1;6;3;"E4";"Beetle";3;"LEMA";37;58;9;3;15;84,5;59;5887;887;314;1113;152;37;4;2;15;"3_E4_LEMA_Beetle"
1;6;3;"E5";"Beetle";2;"LEMA";53;67,5;6;2;5;84,5;60,5;5887;887;383;956;133;53;11;1;5;"3_E5_LEMA_Beetle"
1;6;5;"B4";"Beetle";1;"LEMA";12;58;2;1;15;124;157;2657;294;46;592;45;12;7;0;15;"5_B4_LEMA_Beetle"
1;6;5;"B5";"Beetle";3;"LEMA";3;58;1;3;2;124;158,5;2657;294;50;620;69;3;5;0;2;"5_B5_LEMA_Beetle"
1;6;5;"C2";"Beetle";1;"LEMA";9;51;1;1;5;125,5;154;2657;294;49;564;71;9;15;0;5;"5_C2_LEMA_Beetle"
1;6;5;"C4";"Beetle";3;"LEMA";8;39;4;3;6;125,5;157;2657;294;57;442;59;8;5;0;6;"5_C4_LEMA_Beetle"
1;6;5;"D2";"Beetle";4;"LEMA";7;58;1;4;9;127;154;2657;294;57;572;59;7;8;0;9;"5_D2_LEMA_Beetle"
1;6;5;"D5";"Beetle";2;"LEMA";9;58;1;2;11;127;158,5;2657;294;67;556;30;9;8;0;11;"5_D5_LEMA_Beetle"
1;6;7;"B2";"Beetle";2;"LEMA";28;58;6;2;1;235;289;6322;1245;252;1436;112;28;2;3;1;"7_B2_LEMA_Beetle"
1;6;7;"B3";"Beetle";1;"LEMA";20;58;5;1;0;235;290,5;6322;1245;293;1577;175;20;5;3;0;"7_B3_LEMA_Beetle"
1;6;7;"B4";"Beetle";2;"LEMA";42;73;7;2;0;235;292;6322;1245;285;1667;250;42;2;3;0;"7_B4_LEMA_Beetle"
1;6;7;"B5";"Beetle";3;"LEMA";7;13;3;3;0;235;293,5;6322;1245;347;1452;326;7;1;3;0;"7_B5_LEMA_Beetle"
1;6;7;"C2";"Beetle";1;"LEMA";28;50;5;1;3;236,5;289;6322;1245;207;1080;177;28;4;2;3;"7_C2_LEMA_Beetle"
1;6;7;"C3";"Beetle";1;"LEMA";24;58;2;1;2;236,5;290,5;6322;1245;265;1305;122;24;5;2;2;"7_C3_LEMA_Beetle"
1;6;7;"C4";"Beetle";3;"LEMA";36;58;2;3;3;236,5;292;6322;1245;308;1443;119;36;4;5;3;"7_C4_LEMA_Beetle"
1;6;7;"C5";"Beetle";1;"LEMA";48;49;1;1;0;236,5;293,5;6322;1245;298;1428;106;48;5;3;0;"7_C5_LEMA_Beetle"
1;6;7;"D5";"Beetle";1;"LEMA";72;58;3;1;1;238;293,5;6322;1245;333;1145;117;72;13;0;1;"7_D5_LEMA_Beetle"
1;6;7;"E2";"Beetle";6;"LEMA";32;58;6;6;3;239,5;289;6322;1245;164;1248;186;32;7;1;3;"7_E2_LEMA_Beetle"
1;6;7;"E4";"Beetle";3;"LEMA";52;58;3;3;0;239,5;292;6322;1245;358;1235;165;52;3;1;0;"7_E4_LEMA_Beetle"
1;6;7;"E5";"Beetle";1;"LEMA";52;58;2;1;0;239,5;293,5;6322;1245;363;1385;177;52;0;4;0;"7_E5_LEMA_Beetle"
1;6;8;"B2";"Beetle";5;"LEMA";40;58;5;5;0;274;270;6812;888;228;1405;184;40;3;2;0;"8_B2_LEMA_Beetle"
1;6;8;"B3";"Beetle";2;"LEMA";72;48;4;2;0;274;271,5;6812;888;233;1387;113;72;4;0;0;"8_B3_LEMA_Beetle"
1;6;8;"B4";"Beetle";4;"LEMA";31;58;4;4;0;274;273;6812;888;222;1642;172;31;5;0;0;"8_B4_LEMA_Beetle"
1;6;8;"B5";"Beetle";2;"LEMA";7;58;2;2;0;274;274,5;6812;888;169;1680;318;7;17;0;0;"8_B5_LEMA_Beetle"
1;6;8;"C2";"Beetle";1;"LEMA";31;58;4;1;0;275,5;270;6812;888;290;1354;230;31;8;0;0;"8_C2_LEMA_Beetle"
1;6;8;"C3";"Beetle";1;"LEMA";24;58;3;1;0;275,5;271,5;6812;888;299;1334;104;24;3;0;0;"8_C3_LEMA_Beetle"
1;6;8;"C4";"Beetle";4;"LEMA";42;58;1;4;0;275,5;273;6812;888;218;1486;192;42;5;5;0;"8_C4_LEMA_Beetle"
1;6;8;"C5";"Beetle";3;"LEMA";14;58;2;3;0;275,5;274,5;6812;888;174;1517;215;14;8;0;0;"8_C5_LEMA_Beetle"
1;6;8;"D2";"Beetle";1;"LEMA";38;58;4;1;0;277;270;6812;888;235;1571;147;38;1;2;0;"8_D2_LEMA_Beetle"
1;6;8;"D4";"Beetle";2;"LEMA";21;58;7;2;0;277;273;6812;888;191;1566;105;21;6;0;0;"8_D4_LEMA_Beetle"
1;6;8;"D5";"Beetle";1;"LEMA";25;58;5;1;0;277;274,5;6812;888;182;1570;268;25;11;0;0;"8_D5_LEMA_Beetle"
1;6;8;"D5";"Beetle";1;"PUPA";42;3;9;1;76;277;274,5;6797;903;410;1342;251;42;2;0;76;"8_D5_PUPA_Beetle"
1;6;8;"E3";"Beetle";1;"LEMA";19;58;4;1;0;278,5;271,5;6812;888;165;1099;214;19;7;0;0;"8_E3_LEMA_Beetle"
1;6;8;"E4";"Beetle";3;"LEMA";26;58;3;3;0;278,5;273;6812;888;143;1382;180;26;4;2;0;"8_E4_LEMA_Beetle"
1;6;8;"E5";"Beetle";1;"LEMA";17;58;11;1;0;278,5;274,5;6812;888;177;1449;202;17;7;0;0;"8_E5_LEMA_Beetle"
1;6;8;"E5";"Fly";3;"LEMA";17;58;11;3;0;278,5;274,5;6812;888;177;1449;202;17;7;0;0;"8_E5_LEMA_Fly"
1;6;9;"B2";"Beetle";4;"LEMA";10;58;12;4;6;314;286;2551;229;55;444;46;10;4;0;6;"9_B2_LEMA_Beetle"
1;6;9;"B3";"Beetle";3;"LEMA";6;58;15;3;9;314;287,5;2551;229;64;448;52;6;0;0;9;"9_B3_LEMA_Beetle"
1;6;9;"B4";"Beetle";1;"CHMI";1;14;5;1;0;314;289;2759;21;6;530;74;1;1;0;0;"9_B4_CHMI_Beetle"
1;6;9;"B4";"Beetle";8;"LEMA";9;58;4;8;7;314;289;2551;229;44;492;66;9;4;0;7;"9_B4_LEMA_Beetle"
1;6;9;"C2";"Beetle";4;"LEMA";17;58;8;4;2;315,5;286;2551;229;66;481;56;17;3;0;2;"9_C2_LEMA_Beetle"
1;6;9;"C3";"Beetle";4;"LEMA";7;58;5;4;0;315,5;287,5;2551;229;80;463;58;7;5;0;0;"9_C3_LEMA_Beetle"
1;6;9;"C4";"Beetle";6;"LEMA";12;58;7;6;4;315,5;289;2551;229;58;525;58;12;1;0;4;"9_C4_LEMA_Beetle"
1;6;9;"D2";"Beetle";4;"LEMA";9;30;9;4;0;317;286;2551;229;59;600;63;9;4;0;0;"9_D2_LEMA_Beetle"
1;6;9;"D3";"Beetle";6;"LEMA";4;58;4;6;0;317;287,5;2551;229;68;526;78;4;4;0;0;"9_D3_LEMA_Beetle"
1;6;9;"D5";"Beetle";1;"LEMA";8;48;15;1;6;317;290,5;2551;229;70;546;76;8;1;0;6;"9_D5_LEMA_Beetle"
1;6;9;"E3";"Beetle";2;"LEMA";3;58;3;2;0;318,5;287,5;2551;229;33;633;74;3;3;0;0;"9_E3_LEMA_Beetle"
1;6;9;"E4";"Beetle";2;"LEMA";7;58;10;2;0;318,5;289;2551;229;31;663;80;7;0;0;0;"9_E4_LEMA_Beetle"
1;6;9;"E5";"Beetle";3;"LEMA";3;58;5;3;1;318,5;290,5;2551;229;57;623;73;3;2;0;1;"9_E5_LEMA_Beetle"
5;3;1;"B4";"Fly";1;"CHFU";4;32;19;1;7;2;5;2704;32;12;492;79;4;4;0;7;"1_B4_CHFU_Fly"
5;3;1;"E3";"Fly";3;"CHFU";1;25;1;3;4;6,5;3,5;2704;32;5;612;62;0;4;0;4;"1_E3_CHFU_Fly"
5;3;2;"B2";"Fly";2;"CHFU";4;32;2;2;4;35;28;4334;42;34;867;95;4;3;2;4;"2_B2_CHFU_Fly"
5;3;2;"B3";"Fly";1;"CHFU";1;21;6;1;7;35;29,5;4334;42;24;958;106;0;17;0;7;"2_B3_CHFU_Fly"
5;3;2;"C2";"Fly";2;"CHFU";7;32;2;2;11;36,5;28;4334;42;24;795;109;7;4;0;11;"2_C2_CHFU_Fly"
5;3;2;"D4";"Fly";1;"CHFU";1;101;2;1;5;38;31;4334;42;8;838;75;0;9;0;5;"2_D4_CHFU_Fly"
5;3;2;"E3";"Fly";1;"CHFU";1;32;12;1;8;39,5;29,5;4334;42;4;708;83;0;3;0;8;"2_E3_CHFU_Fly"
5;3;3;"C3";"Fly";1;"CHFU";14;13;33;1;10;81,5;57,5;6726;48;8;1624;104;14;6;1;10;"3_C3_CHFU_Fly"
5;3;3;"D4";"Fly";1;"CHFU";3;32;13;1;6;83;59;6726;48;20;1401;230;3;6;0;6;"3_D4_CHFU_Fly"
5;3;7;"B2";"Bee";2;"LEMA";28;58;6;2;2;235;289;6322;1245;252;1436;112;28;2;3;2;"7_B2_LEMA_Bee"
5;3;7;"B3";"Bee";10;"LEMA";20;58;5;10;2;235;290,5;6322;1245;293;1577;175;20;5;3;2;"7_B3_LEMA_Bee"
5;3;7;"B4";"Bee";3;"LEMA";42;73;7;3;0;235;292;6322;1245;285;1667;250;42;2;3;0;"7_B4_LEMA_Bee"
5;3;7;"B5";"Bee";10;"LEMA";7;13;3;10;0;235;293,5;6322;1245;347;1452;326;7;1;3;0;"7_B5_LEMA_Bee"
5;3;7;"C2";"Bee";2;"LEMA";28;50;5;2;1;236,5;289;6322;1245;207;1080;177;28;4;2;1;"7_C2_LEMA_Bee"
5;3;7;"D5";"Bee";3;"LEMA";72;58;3;3;2;238;293,5;6322;1245;333;1145;117;72;13;0;2;"7_D5_LEMA_Bee"
5;3;8;"B2";"Fly";1;"CHFU";12;79;5;1;35;274;270;7142;558;139;1494;212;12;5;1;35;"8_B2_CHFU_Fly"
5;3;8;"B5";"Fly";1;"CHFU";8;16;1;1;8;274;274,5;7142;558;133;1716;317;8;21;0;8;"8_B5_CHFU_Fly"
5;3;8;"C2";"Fly";3;"CHFU";18;38;6;3;18;275,5;270;7142;558;96;1548;243;18;5;3;18;"8_C2_CHFU_Fly"
5;3;8;"C3";"Fly";2;"CHFU";4;7,5;4;2;3;275,5;271,5;7142;558;94;1539;124;4;8;2;3;"8_C3_CHFU_Fly"
5;3;8;"C4";"Beetle";1;"CHFU";3;13;1;1;0;275,5;273;7142;558;71;1633;231;3;9;0;0;"8_C4_CHFU_Beetle"
5;3;8;"C5";"Fly";2;"CHFU";11;15;4;2;16;275,5;274,5;7142;558;109;1582;218;11;4;2;16;"8_C5_CHFU_Fly"
5;3;8;"D3";"Fly";1;"CHFU";5;10;1;1;8;277;271,5;7142;558;99;1446;210;5;14;0;8;"8_D3_CHFU_Fly"
5;3;8;"D4";"Fly";1;"CHFU";12;9;1;1;3;277;273;7142;558;78;1679;114;12;11;0;3;"8_D4_CHFU_Fly"
5;3;8;"D5";"Bee";2;"LEMA";25;58;5;2;0;277;274,5;6812;888;182;1570;268;25;11;0;0;"8_D5_LEMA_Bee"
5;3;8;"D5";"Fly";1;"CHFU";14;22,5;5;1;13;277;274,5;7142;558;114;1638;279;14;12;0;13;"8_D5_CHFU_Fly"
5;3;8;"E3";"Fly";1;"CHFU";17;32;9;1;13;278,5;271,5;7142;558;114;1150;216;17;3;0;13;"8_E3_CHFU_Fly"
5;3;8;"E5";"Bee";2;"LEMA";17;58;11;2;0;278,5;274,5;6812;888;177;1449;202;17;7;0;0;"8_E5_LEMA_Bee"
5;3;9;"B2";"Beetle";2;"CHFU";4;28;2;2;30;314;286;2383;397;70;429;52;4;5;0;30;"9_B2_CHFU_Beetle"
5;3;9;"B2";"Fly";1;"CHFU";4;28;2;1;30;314;286;2383;397;70;429;52;4;5;0;30;"9_B2_CHFU_Fly"
5;3;9;"B3";"Beetle";1;"CHFU";1;32;1;1;21;314;287,5;2383;397;45;467;57;1;2;0;21;"9_B3_CHFU_Beetle"
5;3;9;"C2";"Beetle";4;"CHFU";14;58;8;4;30;315,5;286;2383;397;123;424;59;14;6;0;30;"9_C2_CHFU_Beetle"
5;3;9;"C3";"Beetle";3;"CHFU";17;31;2;3;36;315,5;287,5;2383;397;101;442;48;17;3;0;36;"9_C3_CHFU_Beetle"
5;3;9;"C4";"Beetle";1;"CHFU";7;32;1;1;25;315,5;289;2383;397;91;492;63;7;1;0;25;"9_C4_CHFU_Beetle"
5;3;9;"C5";"Beetle";2;"CHFU";5;40,5;3;2;26;315,5;290,5;2383;397;52;559;73;5;10;0;26;"9_C5_CHFU_Beetle"
5;3;9;"D2";"Beetle";1;"CHFU";19;9,5;6;1;80;317;286;2383;397;162;497;53;19;2;0;80;"9_D2_CHFU_Beetle"
5;3;9;"D2";"Fly";1;"CHFU";19;9,5;6;1;80;317;286;2383;397;162;497;53;19;2;0;80;"9_D2_CHFU_Fly"
5;3;9;"D3";"Fly";2;"CHFU";35;79,5;10;2;100;317;287,5;2383;397;121;473;47;35;0;0;100;"9_D3_CHFU_Fly"
5;3;9;"D5";"Fly";1;"CHFU";10;25;2;1;11;317;290,5;2383;397;80;536;74;10;1;0;11;"9_D5_CHFU_Fly"
5;3;9;"E2";"Beetle";1;"CHFU";4;16;1;1;50;318,5;286;2383;397;167;549;89;4;3;2;50;"9_E2_CHFU_Beetle"
5;3;9;"E3";"Beetle";3;"CHFU";23;20;12;3;70;318,5;287,5;2383;397;143;523;54;23;2;3;70;"9_E3_CHFU_Beetle"
5;3;9;"E4";"Beetle";3;"CHFU";17;56;8;3;80;318,5;289;2383;397;148;546;70;17;3;1;80;"9_E4_CHFU_Beetle"
5;3;9;"E4";"Fly";1;"CHFU";17;56;8;1;80;318,5;289;2383;397;148;546;70;17;3;1;80;"9_E4_CHFU_Fly"
5;3;9;"E5";"Beetle";1;"CHFU";13;42;6;1;40;318,5;290,5;2383;397;117;563;63;13;3;0;40;"9_E5_CHFU_Beetle"
5;5;2;"E2";"Fly";1;"LEMA";61;110;14;1;NA;39,5;28;1545;2831;542;247;18;61;1;0;0;"2_E2_LEMA_Fly"
5;5;2;"E3";"Fly";1;"LEMA";46;155;6;1;NA;39,5;29,5;1545;2831;494;218;37;46;1;1;0;"2_E3_LEMA_Fly"
5;5;5;"C5";"Fly";1;"LEMA";6;13;4;1;NA;125,5;158,5;2657;294;53;522;48;6;6;0;0;"5_C5_LEMA_Fly"
5;5;7;"C2";"Fly";2;"BEMA";4;4;56;2;NA;236,5;289;7298;269;46;1241;201;4;5;0;0;"7_C2_BEMA_Fly"
5;5;7;"C4";"Bee";1;"CETE";15;0;4;1;NA;236,5;292;7147;420;187;1564;140;15;6;2;0;"7_C4_CETE_Bee"
5;5;7;"C4";"Bee";1;"LEMA";36;58;2;1;NA;236,5;292;6322;1245;308;1443;119;36;4;5;0;"7_C4_LEMA_Bee"
5;5;7;"C4";"Fly";1;"LEMA";36;58;2;1;NA;236,5;292;6322;1245;308;1443;119;36;4;5;0;"7_C4_LEMA_Fly"
5;5;7;"D4";"Fly";1;"LEMA";55;58;2;1;NA;238;292;6322;1245;348;1113;191;55;1;5;0;"7_D4_LEMA_Fly"
5;5;7;"E2";"Fly";1;"LEMA";32;58;6;1;NA;239,5;289;6322;1245;164;1248;186;32;7;1;0;"7_E2_LEMA_Fly"
