"Day";"Month";"plot";"subplot";"Group";"vis";"Plant";"individuals";"seed";"fruit";"visits";"flowers";"x_coor2";"y_coor2";"neigh_inter.plot";"neigh_intra.plot";"neigh_intra.3m";"neigh_inter.3m";"neigh_inter.1m";"neigh_intra.1m";"neigh_inter.7.5";"neigh_intra.7.5";"flowers2";"unique_id"
NA;NA;2;"D5";NA;0;"SCLA";6;31;1,5;0,01;NA;38;32,5;4275;101;23;1086;95;6;3;0;NA;"2_D5_SCLA_NA"
NA;NA;2;"E2";NA;0;"BEMA";9;4;26;0,01;NA;39,5;28;4026;350;93;696;70;9;8;0;NA;"2_E2_BEMA_NA"
NA;NA;2;"E2";NA;0;"PUPA";2;23;6;0,01;NA;39,5;28;4326;50;3;786;77;2;3;0;NA;"2_E2_PUPA_NA"
NA;NA;2;"E3";NA;0;"BEMA";10;4;15;0,01;NA;39,5;29,5;4026;350;71;641;73;10;4;0;NA;"2_E3_BEMA_NA"
NA;NA;2;"E3";NA;0;"CETE";14;111;11;0,01;NA;39,5;29,5;3927;449;80;632;69;14;1;7;NA;"2_E3_CETE_NA"
NA;NA;2;"E3";NA;0;"SOAS";10;55;14,6666666666667;0,01;NA;39,5;29,5;4320;56;27;685;73;10;0;0;NA;"2_E3_SOAS_NA"
NA;NA;2;"E4";NA;0;"BEMA";10;4;66;0,01;NA;39,5;31;4026;350;102;718;100;10;1;1;NA;"2_E4_BEMA_NA"
NA;NA;2;"E4";NA;0;"CHFU";2;32;1;0,01;NA;39,5;31;4334;42;2;818;108;2;7;0;NA;"2_E4_CHFU_NA"
NA;NA;2;"E4";NA;0;"SCLA";1;31;1;0,01;NA;39,5;31;4275;101;33;787;109;1;5;1;NA;"2_E4_SCLA_NA"
NA;NA;2;"E4";NA;0;"SOAS";9;55;7;0,01;NA;39,5;31;4320;56;28;792;101;9;3;1;NA;"2_E4_SOAS_NA"
NA;NA;2;"E5";NA;0;"BEMA";10;4;80;0,01;NA;39,5;32,5;4026;350;100;1043;63;10;4;1;NA;"2_E5_BEMA_NA"
NA;NA;2;"E5";NA;0;"PUPA";1;23;9;0,01;NA;39,5;32,5;4326;50;11;1132;72;1;5;0;NA;"2_E5_PUPA_NA"
NA;NA;2;"E5";NA;0;"SCLA";9;31;3;0,01;NA;39,5;32,5;4275;101;27;1116;64;9;4;0;NA;"2_E5_SCLA_NA"
NA;NA;3;"B2";NA;0;"BEMA";2;4;5;0,01;NA;80;56;6676;98;23;1540;201;2;6;0;NA;"3_B2_BEMA_NA"
NA;NA;3;"B2";NA;0;"CHMI";8;14;2;0,01;NA;80;56;6696;78;26;1537;195;8;9;1;NA;"3_B2_CHMI_NA"
NA;NA;3;"B3";NA;0;"BEMA";2;4;9;0,01;NA;80;57,5;6676;98;28;1546;156;2;12;0;NA;"3_B3_BEMA_NA"
NA;NA;3;"B3";NA;0;"CETE";1;111;7;0,01;NA;80;57,5;6681;93;13;1561;158;0;6;0;NA;"3_B3_CETE_NA"
NA;NA;3;"B3";NA;0;"CHMI";2;14;1;0,01;NA;80;57,5;6696;78;31;1543;156;2;7;0;NA;"3_B3_CHMI_NA"
NA;NA;3;"B4";NA;0;"CETE";6;111;2;0,01;NA;80;59;6681;93;12;1402;187;6;5;1;NA;"3_B4_CETE_NA"
NA;NA;3;"B4";NA;0;"CHMI";1;14;3;0,01;NA;80;59;6696;78;28;1386;192;1;13;0;NA;"3_B4_CHMI_NA"
NA;NA;3;"B4";NA;0;"SCLA";4;31;2,5;0,01;NA;80;59;6736;38;12;1402;189;4;16;0;NA;"3_B4_SCLA_NA"
NA;NA;3;"B5";NA;0;"BEMA";2;4;24;0,01;NA;80;60,5;6676;98;28;1435;247;2;10;0;NA;"3_B5_BEMA_NA"
NA;NA;3;"B5";NA;0;"SCLA";2;31;2;0,01;NA;80;60,5;6736;38;12;1451;247;2;12;0;NA;"3_B5_SCLA_NA"
NA;NA;3;"C2";NA;0;"BEMA";1;4;12;0,01;NA;81,5;56;6676;98;18;1522;158;1;1;0;NA;"3_C2_BEMA_NA"
NA;NA;3;"C2";NA;0;"CETE";3;111;11;0,01;NA;81,5;56;6681;93;2;1538;156;3;8;1;NA;"3_C2_CETE_NA"
NA;NA;3;"C2";NA;0;"SCLA";1;31;2;0,01;NA;81,5;56;6736;38;10;1530;158;1;5;0;NA;"3_C2_SCLA_NA"
NA;NA;3;"C3";NA;0;"BEMA";7;4;25;0,01;NA;81,5;57,5;6676;98;15;1617;111;7;7;0;NA;"3_C3_BEMA_NA"
NA;NA;3;"C3";NA;0;"CETE";1;111;7;0,01;NA;81,5;57,5;6681;93;24;1608;117;1;11;0;NA;"3_C3_CETE_NA"
NA;NA;3;"C3";NA;0;"SCLA";2;31;3;0,01;NA;81,5;57,5;6736;38;13;1619;116;2;5;0;NA;"3_C3_SCLA_NA"
NA;NA;3;"C3";NA;0;"SOAS";1;55;2;0,01;NA;81,5;57,5;6762;12;1;1631;118;0;8;0;NA;"3_C3_SOAS_NA"
NA;NA;3;"C4";NA;0;"BEMA";5;4;5;0,01;NA;81,5;59;6676;98;20;1436;237;5;1;1;NA;"3_C4_BEMA_NA"
NA;NA;3;"C4";NA;0;"CETE";2;111;11;0,01;NA;81,5;59;6681;93;26;1430;240;2;8;3;NA;"3_C4_CETE_NA"
NA;NA;3;"C4";NA;0;"CHFU";1;32;4;0,01;NA;81,5;59;6726;48;27;1429;242;0;8;1;NA;"3_C4_CHFU_NA"
NA;NA;3;"C4";NA;0;"SOAS";1;55;15;0,01;NA;81,5;59;6762;12;2;1454;242;0;8;0;NA;"3_C4_SOAS_NA"
NA;NA;3;"C5";NA;0;"BEMA";2;4;14;0,01;NA;81,5;60,5;6676;98;21;1622;136;2;12;2;NA;"3_C5_BEMA_NA"
NA;NA;3;"C5";NA;0;"CETE";2;111;9;0,01;NA;81,5;60,5;6681;93;38;1605;136;2;5;4;NA;"3_C5_CETE_NA"
NA;NA;3;"C5";NA;0;"CHFU";4;32;15;0,01;NA;81,5;60,5;6726;48;14;1629;134;4;16;0;NA;"3_C5_CHFU_NA"
NA;NA;3;"C5";NA;0;"PUPA";1;23;15;0,01;NA;81,5;60,5;6684;90;32;1611;138;0;10;0;NA;"3_C5_PUPA_NA"
NA;NA;3;"D2";NA;0;"CETE";1;111;21;0,01;NA;83;56;6681;93;11;1508;208;1;7;0;NA;"3_D2_CETE_NA"
NA;NA;3;"D2";NA;0;"PUPA";1;23;22;0,01;NA;83;56;6684;90;8;1511;208;1;7;0;NA;"3_D2_PUPA_NA"
NA;NA;3;"D3";NA;0;"SCLA";2;31;8;0,01;NA;83;57,5;6736;38;7;1550;233;2;1;0;NA;"3_D3_SCLA_NA"
NA;NA;3;"D4";NA;0;"BEMA";1;4;27;0,01;NA;83;59;6676;98;24;1397;232;1;6;0;NA;"3_D4_BEMA_NA"
NA;NA;3;"D4";NA;0;"CETE";12;111;8;0,01;NA;83;59;6681;93;23;1398;221;12;5;2;NA;"3_D4_CETE_NA"
NA;NA;3;"D4";NA;0;"LEMA";24;58;10;0,01;NA;83;59;5887;887;222;1199;209;24;3;0;NA;"3_D4_LEMA_NA"
NA;NA;3;"D4";NA;0;"SOAS";1;55;5;0,01;NA;83;59;6762;12;3;1418;232;1;9;0;NA;"3_D4_SOAS_NA"
NA;NA;3;"D5";NA;0;"BEMA";3;4;50;0,01;NA;83;60,5;6676;98;24;1542;129;3;3;0;NA;"3_D5_BEMA_NA"
NA;NA;3;"D5";NA;0;"CETE";1;111;9;0,01;NA;83;60,5;6681;93;43;1523;132;0;8;0;NA;"3_D5_CETE_NA"
NA;NA;3;"E3";NA;0;"BEMA";1;4;10;0,01;NA;84,5;57,5;6676;98;18;1557;180;1;3;0;NA;"3_E3_BEMA_NA"
NA;NA;3;"E3";NA;0;"CETE";5;111;8;0,01;NA;84,5;57,5;6681;93;33;1542;176;5;2;1;NA;"3_E3_CETE_NA"
NA;NA;3;"E3";NA;0;"SOAS";1;55;3;0,01;NA;84,5;57,5;6762;12;5;1570;180;1;9;0;NA;"3_E3_SOAS_NA"
NA;NA;3;"E4";NA;0;"BEMA";2;4;86;0,01;NA;84,5;59;6676;98;24;1403;187;2;3;0;NA;"3_E4_BEMA_NA"
NA;NA;3;"E4";NA;0;"CETE";7;111;10;0,01;NA;84,5;59;6681;93;41;1386;182;7;3;1;NA;"3_E4_CETE_NA"
NA;NA;3;"E4";NA;0;"PUPA";3;23;6;0,01;NA;84,5;59;6684;90;25;1402;186;3;4;0;NA;"3_E4_PUPA_NA"
NA;NA;3;"E5";NA;0;"BEMA";2;4;120;0,01;NA;84,5;60,5;6676;98;29;1310;184;2;2;0;NA;"3_E5_BEMA_NA"
NA;NA;3;"E5";NA;0;"CETE";6;111;4;0,01;NA;84,5;60,5;6681;93;45;1294;180;6;4;1;NA;"3_E5_CETE_NA"
NA;NA;3;"E5";NA;0;"PUPA";4;23;22;0,01;NA;84,5;60,5;6684;90;34;1305;182;4;8;0;NA;"3_E5_PUPA_NA"
NA;NA;5;"B2";NA;0;"BEMA";8;4;60;0,01;NA;124;154;2773;178;40;637;65;8;9;0;NA;"5_B2_BEMA_NA"
NA;NA;5;"B2";NA;0;"CHFU";1;32;1;0,01;NA;124;154;2949;2;0;677;73;0;11;1;NA;"5_B2_CHFU_NA"
NA;NA;5;"B2";NA;0;"LEMA";8;58;2;0,01;NA;124;154;2657;294;34;643;65;8;6;1;NA;"5_B2_LEMA_NA"
NA;NA;5;"B3";NA;0;"BEMA";4;4;11;0,01;NA;124;155,5;2773;178;59;623;60;4;6;0;NA;"5_B3_BEMA_NA"
NA;NA;5;"B3";NA;0;"LEMA";7;58;1;0,01;NA;124;155,5;2657;294;52;630;57;7;6;2;NA;"5_B3_LEMA_NA"
NA;NA;5;"B3";NA;0;"PUPA";1;23;5;0,01;NA;124;155,5;2948;3;0;682;64;0;5;0;NA;"5_B3_PUPA_NA"
NA;NA;5;"B4";NA;0;"BEMA";3;4;20;0,01;NA;124;157;2773;178;49;589;54;3;11;0;NA;"5_B4_BEMA_NA"
NA;NA;5;"B4";NA;0;"CETE";1;111;7;0,01;NA;124;157;2951;0;0;638;57;0;3;0;NA;"5_B4_CETE_NA"
NA;NA;5;"B4";NA;0;"PUPA";1;23;4;0,01;NA;124;157;2948;3;0;638;57;0;7;0;NA;"5_B4_PUPA_NA"
NA;NA;5;"B5";NA;0;"BEMA";2;4;14;0,01;NA;124;158,5;2773;178;41;629;70;2;4;0;NA;"5_B5_BEMA_NA"
NA;NA;5;"C2";NA;0;"BEMA";6;4;10;0,01;NA;125,5;154;2773;178;32;581;74;6;8;1;NA;"5_C2_BEMA_NA"
NA;NA;5;"C3";NA;0;"BEMA";10;4;17;0,01;NA;125,5;155,5;2773;178;43;504;63;10;12;1;NA;"5_C3_BEMA_NA"
NA;NA;5;"C3";NA;0;"LEMA";10;58;1;0,01;NA;125,5;155,5;2657;294;61;486;63;10;11;0;NA;"5_C3_LEMA_NA"
NA;NA;5;"C3";NA;0;"PUPA";1;23;6;0,01;NA;125,5;155,5;2948;3;0;547;73;0;2;0;NA;"5_C3_PUPA_NA"
NA;NA;5;"C4";NA;0;"CHFU";1;32;6;0,01;NA;125,5;157;2949;2;0;499;67;0;5;0;NA;"5_C4_CHFU_NA"
NA;NA;5;"C5";NA;0;"BEMA";7;4;5;0,01;NA;125,5;158,5;2773;178;44;531;47;7;11;0;NA;"5_C5_BEMA_NA"
NA;NA;5;"C5";NA;0;"CETE";1;111;4,5;0,01;NA;125,5;158,5;2951;0;0;575;54;0;5;6;NA;"5_C5_CETE_NA"
NA;NA;5;"C5";NA;0;"CHFU";1;32;3;0,01;NA;125,5;158,5;2949;2;1;574;54;0;11;0;NA;"5_C5_CHFU_NA"
NA;NA;5;"D2";NA;0;"BEMA";3;4;4;0,01;NA;127;154;2773;178;40;589;63;3;14;0;NA;"5_D2_BEMA_NA"
NA;NA;5;"D2";NA;0;"CETE";1;111;7;0,01;NA;127;154;2951;0;0;629;66;0;6;0;NA;"5_D2_CETE_NA"
NA;NA;5;"D2";NA;2;"LEMA";7;58;1;2;NA;127;154;2657;294;57;572;59;7;8;0;NA;"5_D2_LEMA_NA"
NA;NA;5;"D3";NA;0;"BEMA";2;4;11;0,01;NA;127;155,5;2773;178;54;544;75;2;11;0;NA;"5_D3_BEMA_NA"
NA;NA;5;"D3";NA;0;"LEMA";5;58;1;0,01;NA;127;155,5;2657;294;70;528;72;5;9;1;NA;"5_D3_LEMA_NA"
NA;NA;5;"D4";NA;0;"BEMA";8;4;16;0,01;NA;127;157;2773;178;40;537;55;8;12;1;NA;"5_D4_BEMA_NA"
NA;NA;5;"D4";NA;0;"LEMA";5;58;1;0,01;NA;127;157;2657;294;73;504;58;5;14;0;NA;"5_D4_LEMA_NA"
NA;NA;5;"E2";NA;0;"BEMA";6;4;7;0,01;NA;128,5;154;2773;178;35;652;46;6;4;2;NA;"5_E2_BEMA_NA"
NA;NA;5;"E2";NA;0;"LEMA";6;58;1;0,01;NA;128,5;154;2657;294;77;610;46;6;6;2;NA;"5_E2_LEMA_NA"
NA;NA;5;"E3";NA;0;"BEMA";6;4;26;0,01;NA;128,5;155,5;2773;178;46;587;83;6;12;1;NA;"5_E3_BEMA_NA"
NA;NA;5;"E3";NA;0;"CETE";1;111;4;0,01;NA;128,5;155,5;2951;0;0;633;89;0;6;0;NA;"5_E3_CETE_NA"
NA;NA;5;"E3";NA;0;"LEMA";13;58;1;0,01;NA;128,5;155,5;2657;294;87;546;76;13;7;0;NA;"5_E3_LEMA_NA"
NA;NA;5;"E4";NA;0;"BEMA";6;4;28;0,01;NA;128,5;157;2773;178;39;612;102;6;11;0;NA;"5_E4_BEMA_NA"
NA;NA;5;"E4";NA;0;"CETE";1;111;4;0,01;NA;128,5;157;2951;0;0;651;108;0;6;0;NA;"5_E4_CETE_NA"
NA;NA;5;"E4";NA;0;"LEMA";12;58;1;0,01;NA;128,5;157;2657;294;102;549;96;12;15;0;NA;"5_E4_LEMA_NA"
NA;NA;5;"E4";NA;0;"PUPA";1;23;3;0,01;NA;128,5;157;2948;3;0;651;108;0;6;0;NA;"5_E4_PUPA_NA"
NA;NA;5;"E5";NA;0;"BEMA";1;4;7;0,01;NA;128,5;158,5;2773;178;46;604;70;0;7;1;NA;"5_E5_BEMA_NA"
NA;NA;5;"E5";NA;0;"LEMA";10;58;8;0,01;NA;128,5;158,5;2657;294;106;544;60;10;5;0;NA;"5_E5_LEMA_NA"
NA;NA;6;"B5";NA;0;"PUPA";1;23;19;0,01;NA;144;160,5;3252;3;2;668;74;0;9;0;NA;"6_B5_PUPA_NA"
NA;NA;6;"C3";NA;0;"PUPA";1;23;8;0,01;NA;145,5;157,5;3252;3;2;759;113;1;6;0;NA;"6_C3_PUPA_NA"
NA;NA;7;"B2";NA;0;"BEMA";2;4;67;0,01;NA;235;289;7298;269;46;1642;138;2;10;0;NA;"7_B2_BEMA_NA"
NA;NA;7;"B2";NA;0;"CETE";1;111;2;0,01;NA;235;289;7147;420;37;1651;140;0;4;0;NA;"7_B2_CETE_NA"
NA;NA;7;"B2";NA;0;"CHFU";1;32;4;0,01;NA;235;289;7455;112;22;1666;140;0;3;0;NA;"7_B2_CHFU_NA"
NA;NA;7;"B2";NA;0;"PUPA";1;23;6;0,01;NA;235;289;7345;222;57;1631;139;1;5;3;NA;"7_B2_PUPA_NA"
NA;NA;7;"B2";NA;0;"SCLA";12;31;1;0,01;NA;235;289;7400;167;28;1660;128;12;5;0;NA;"7_B2_SCLA_NA"
NA;NA;7;"B3";NA;0;"BEMA";5;4;80;0,01;NA;235;290,5;7298;269;52;1818;190;5;6;0;NA;"7_B3_BEMA_NA"
NA;NA;7;"B3";NA;0;"CETE";3;111;16;0,01;NA;235;290,5;7147;420;92;1778;192;3;3;0;NA;"7_B3_CETE_NA"
NA;NA;7;"B3";NA;0;"PUPA";22;23;10;0,01;NA;235;290,5;7345;222;32;1838;173;22;7;0;NA;"7_B3_PUPA_NA"
NA;NA;7;"B3";NA;0;"SCLA";3;31;1;0,01;NA;235;290,5;7400;167;34;1836;192;3;8;0;NA;"7_B3_SCLA_NA"
NA;NA;7;"B3";NA;0;"SOAS";1;55;3;0,01;NA;235;290,5;7494;73;11;1859;195;0;11;0;NA;"7_B3_SOAS_NA"
NA;NA;7;"B3";NA;0;"SPRU";88;24;40;0,01;NA;235;290,5;6343;1224;368;1502;107;88;1;8;NA;"7_B3_SPRU_NA"
NA;NA;7;"B4";NA;0;"BEMA";12;4;30;0,01;NA;235;292;7298;269;78;1874;280;12;7;0;NA;"7_B4_BEMA_NA"
NA;NA;7;"B4";NA;0;"CETE";39;111;10;0,01;NA;235;292;7147;420;183;1769;253;39;5;0;NA;"7_B4_CETE_NA"
NA;NA;7;"B4";NA;0;"CHFU";20;32;1;0,01;NA;235;292;7455;112;10;1942;272;20;3;2;NA;"7_B4_CHFU_NA"
NA;NA;7;"B4";NA;0;"MESU";14;1;3;0,01;NA;235;292;6932;635;72;1880;278;14;3;5;NA;"7_B4_MESU_NA"
NA;NA;7;"B4";NA;0;"PUPA";1;23;4;0,01;NA;235;292;7345;222;82;1870;292;0;6;0;NA;"7_B4_PUPA_NA"
NA;NA;7;"B4";NA;0;"SCLA";3;31;1;0,01;NA;235;292;7400;167;21;1931;289;3;10;0;NA;"7_B4_SCLA_NA"
NA;NA;7;"B4";NA;0;"SPRU";4;24;30;0,01;NA;235;292;6343;1224;414;1538;288;4;4;0;NA;"7_B4_SPRU_NA"
NA;NA;7;"B5";NA;0;"BEMA";8;4;45;0,01;NA;235;293,5;7298;269;104;1695;325;8;11;1;NA;"7_B5_BEMA_NA"
NA;NA;7;"B5";NA;0;"CETE";68;111;16;0,01;NA;235;293,5;7147;420;199;1600;265;68;12;0;NA;"7_B5_CETE_NA"
NA;NA;7;"B5";NA;0;"CHFU";7;32;1;0,01;NA;235;293,5;7455;112;48;1751;326;7;8;0;NA;"7_B5_CHFU_NA"
NA;NA;7;"B5";NA;0;"PUPA";5;23;6;0,01;NA;235;293,5;7345;222;101;1698;328;5;5;2;NA;"7_B5_PUPA_NA"
NA;NA;7;"B5";NA;0;"SCLA";3;31;1;0,01;NA;235;293,5;7400;167;28;1771;330;3;12;0;NA;"7_B5_SCLA_NA"
NA;NA;7;"B5";NA;0;"SPRU";17;24;60;0,01;NA;235;293,5;6343;1224;231;1568;316;17;8;1;NA;"7_B5_SPRU_NA"
NA;NA;7;"C2";NA;0;"CETE";1;111;9;0,01;NA;236,5;289;7147;420;43;1244;205;0;3;0;NA;"7_C2_CETE_NA"
NA;NA;7;"C2";NA;0;"CHFU";7;32;4;0,01;NA;236,5;289;7455;112;16;1271;198;7;3;1;NA;"7_C2_CHFU_NA"
NA;NA;7;"C2";NA;0;"MESU";26;1;9;0,01;NA;236,5;289;6932;635;100;1187;179;26;3;0;NA;"7_C2_MESU_NA"
NA;NA;7;"C2";NA;0;"PUPA";2;23;13;0,01;NA;236,5;289;7345;222;54;1233;203;2;6;0;NA;"7_C2_PUPA_NA"
NA;NA;7;"C2";NA;0;"SCLA";2;31;1;0,01;NA;236,5;289;7400;167;33;1254;203;2;6;2;NA;"7_C2_SCLA_NA"
NA;NA;7;"C2";NA;0;"SOAS";1;55;1;0,01;NA;236,5;289;7494;73;11;1276;204;1;5;0;NA;"7_C2_SOAS_NA"
NA;NA;7;"C3";NA;0;"BEMA";10;4;18;0,01;NA;236,5;290,5;7298;269;51;1519;136;10;6;0;NA;"7_C3_BEMA_NA"
NA;NA;7;"C3";NA;0;"CETE";7;111;1;0,01;NA;236,5;290,5;7147;420;91;1479;139;7;5;0;NA;"7_C3_CETE_NA"
NA;NA;7;"C3";NA;0;"CHFU";1;32;2;0,01;NA;236,5;290,5;7455;112;33;1537;145;1;6;0;NA;"7_C3_CHFU_NA"
NA;NA;7;"C3";NA;0;"MESU";4;1;40;0,01;NA;236,5;290,5;6932;635;104;1466;142;4;6;0;NA;"7_C3_MESU_NA"
NA;NA;7;"C3";NA;0;"PUPA";18;23;7;0,01;NA;236,5;290,5;7345;222;34;1536;128;18;3;6;NA;"7_C3_PUPA_NA"
NA;NA;7;"C3";NA;0;"SOAS";2;55;1;0,01;NA;236,5;290,5;7494;73;11;1559;144;2;11;0;NA;"7_C3_SOAS_NA"
NA;NA;7;"C3";NA;0;"SPRU";14;24;34;0,01;NA;236,5;290,5;6343;1224;233;1337;132;14;9;0;NA;"7_C3_SPRU_NA"
NA;NA;7;"C4";NA;0;"BEMA";11;4;40;0,01;NA;236,5;292;7298;269;77;1674;144;11;5;0;NA;"7_C4_BEMA_NA"
NA;NA;7;"C4";NA;0;"CHFU";1;32;1;0,01;NA;236,5;292;7455;112;28;1723;155;0;6;0;NA;"7_C4_CHFU_NA"
NA;NA;7;"C4";NA;0;"MESU";3;1;27;0,01;NA;236,5;292;6932;635;72;1679;152;3;5;0;NA;"7_C4_MESU_NA"
NA;NA;7;"C4";NA;0;"PUPA";3;23;4;0,01;NA;236,5;292;7345;222;66;1685;152;3;8;0;NA;"7_C4_PUPA_NA"
NA;NA;7;"C4";NA;0;"SCLA";5;31;2;0,01;NA;236,5;292;7400;167;58;1693;150;5;3;0;NA;"7_C4_SCLA_NA"
NA;NA;7;"C4";NA;0;"SOAS";1;55;1;0,01;NA;236,5;292;7494;73;15;1736;154;1;12;0;NA;"7_C4_SOAS_NA"
NA;NA;7;"C5";NA;0;"BEMA";17;4;10;0,01;NA;236,5;293,5;7298;269;89;1637;137;17;8;0;NA;"7_C5_BEMA_NA"
NA;NA;7;"C5";NA;0;"CETE";29;111;6;0,01;NA;236,5;293,5;7147;420;189;1537;125;29;5;0;NA;"7_C5_CETE_NA"
NA;NA;7;"C5";NA;0;"PUPA";15;23;4;0,01;NA;236,5;293,5;7345;222;67;1659;139;15;2;3;NA;"7_C5_PUPA_NA"
NA;NA;7;"C5";NA;0;"SCLA";2;31;1;0,01;NA;236,5;293,5;7400;167;71;1655;152;2;14;0;NA;"7_C5_SCLA_NA"
NA;NA;7;"C5";NA;0;"SPRU";12;24;40;0,01;NA;236,5;293,5;6343;1224;121;1605;142;12;3;2;NA;"7_C5_SPRU_NA"
NA;NA;7;"D2";NA;0;"BEMA";5;4;21;0,01;NA;238;289;7298;269;42;1392;136;5;5;0;NA;"7_D2_BEMA_NA"
NA;NA;7;"D2";NA;0;"CETE";1;111;22;0,01;NA;238;289;7147;420;58;1376;140;1;6;0;NA;"7_D2_CETE_NA"
NA;NA;7;"D2";NA;0;"CHFU";6;32;3;0,01;NA;238;289;7455;112;29;1405;135;6;4;0;NA;"7_D2_CHFU_NA"
NA;NA;7;"D2";NA;0;"LEMA";16;58;2;0,01;NA;238;289;6322;1245;212;1222;125;16;6;0;NA;"7_D2_LEMA_NA"
NA;NA;7;"D2";NA;0;"MESU";14;1;12;0,01;NA;238;289;6932;635;99;1335;127;14;2;1;NA;"7_D2_MESU_NA"
NA;NA;7;"D2";NA;0;"SCLA";6;31;1;0,01;NA;238;289;7400;167;16;1418;135;6;4;1;NA;"7_D2_SCLA_NA"
NA;NA;7;"D2";NA;0;"SOAS";2;55;5;0,01;NA;238;289;7494;73;14;1420;139;2;6;0;NA;"7_D2_SOAS_NA"
NA;NA;7;"D2";NA;0;"SPRU";16;24;93;0,01;NA;238;289;6343;1224;271;1163;125;16;8;0;NA;"7_D2_SPRU_NA"
NA;NA;7;"D3";NA;0;"BEMA";6;4;16;0,01;NA;238;290,5;7298;269;51;1452;190;6;5;3;NA;"7_D3_BEMA_NA"
NA;NA;7;"D3";NA;0;"CETE";20;111;6;0,01;NA;238;290,5;7147;420;67;1436;176;20;5;4;NA;"7_D3_CETE_NA"
NA;NA;7;"D3";NA;0;"CHFU";1;32;1;0,01;NA;238;290,5;7455;112;19;1484;196;0;10;0;NA;"7_D3_CHFU_NA"
NA;NA;7;"D3";NA;0;"LEMA";40;58;2;0,01;NA;238;290,5;6322;1245;267;1236;156;40;8;1;NA;"7_D3_LEMA_NA"
NA;NA;7;"D3";NA;0;"PUPA";6;23;5,5;0,01;NA;238;290,5;7345;222;44;1459;190;6;5;0;NA;"7_D3_PUPA_NA"
NA;NA;7;"D3";NA;0;"SCLA";1;31;1;0,01;NA;238;290,5;7400;167;64;1439;196;0;7;0;NA;"7_D3_SCLA_NA"
NA;NA;7;"D4";NA;0;"BEMA";6;4;33;0,01;NA;238;292;7298;269;75;1386;240;6;6;1;NA;"7_D4_BEMA_NA"
NA;NA;7;"D4";NA;0;"CETE";13;111;15;0,01;NA;238;292;7147;420;109;1352;233;13;5;0;NA;"7_D4_CETE_NA"
NA;NA;7;"D4";NA;0;"MESU";12;1;13;0,01;NA;238;292;6932;635;138;1323;234;12;3;2;NA;"7_D4_MESU_NA"
NA;NA;7;"D4";NA;0;"PUPA";1;23;8;0,01;NA;238;292;7345;222;60;1401;246;0;7;2;NA;"7_D4_PUPA_NA"
